ORD;DRG;RTC;ICD;MDC;PDGPROP;OR;PROCPRO1;DGCAT1;AGELIM;COMPL;SEX;DGPROP1;DGPROP2;DGPROP3;DGPROP4;SECPROC1;DISCH;DUR;LOC_DRG
400D51236;U59N;0;+;;00P21;S;21S03;;;;;24X50;24X71;21X01;;;;;486X
400D51237;U59N;0;+;;00P21;S;21S03;;;;;24X50;24X72;21X03;;;;;486X
400D51238;U59N;0;+;;00P21;S;21S03;;;;;24X50;24X80;;;;;;486X
400D51239;U59N;0;+;;00P21;S;21S03;;;;;24X50;24X81;21X02;;;;;486X
400D51240;U59N;0;+;;00P21;S;21S03;;;;;24X60;24X70;;;;;;486X
400D51241;U59N;0;+;;00P21;S;21S03;;;;;24X60;24X71;21X01;;;;;486X
400D51242;U59N;0;+;;00P21;S;21S03;;;;;24X60;24X72;21X03;;;;;486X
400D51243;U59N;0;+;;00P21;S;21S03;;;;;24X60;24X80;;;;;;486X
400D51244;U59N;0;+;;00P21;S;21S03;;;;;24X60;24X81;21X02;;;;;486X
400D51245;U59N;0;+;;00P21;S;21S03;;;;;24X70;24X80;;;;;;486X
400D51246;U59N;0;+;;00P21;S;21S03;;;;;24X71;21X01;24X80;;;;;486X
400D51247;U59N;0;+;;00P21;S;21S03;;;;;24X72;21X03;24X80;;;;;486X
400D51248;U59N;0;+;;00P21;S;21S03;;;;;24X70;24X81;21X02;;;;;486X
400D51249;U59N;0;+;;00P21;S;21S03;;;;;24X71;21X01;24X81;21X02;;;;486X
400D51250;U59N;0;+;;00P21;S;21S03;;;;;24X72;21X03;24X81;21X02;;;;486X
400D51251;U59N;0;+;;00P21;S;21S03;;;;;24X90;;;;;;;486X
400D51300;U59N;0;+;;00P21;S;21S09;;;;;24X10;24X20;;;;;;486X
400D51301;U59N;0;+;;00P21;S;21S09;;;;;24X10;24X30;;;;;;486X
400D51302;U59N;0;+;;00P21;S;21S09;;;;;24X10;24X40;;;;;;486X
400D51303;U59N;0;+;;00P21;S;21S09;;;;;24X10;24X50;;;;;;486X
400D51304;U59N;0;+;;00P21;S;21S09;;;;;24X10;24X60;;;;;;486X
400D51305;U59N;0;+;;00P21;S;21S09;;;;;24X10;24X70;;;;;;486X
400D51306;U59N;0;+;;00P21;S;21S09;;;;;24X10;24X71;21X01;;;;;486X
400D51307;U59N;0;+;;00P21;S;21S09;;;;;24X10;24X72;21X03;;;;;486X
400D51308;U59N;0;+;;00P21;S;21S09;;;;;24X10;24X80;;;;;;486X
400D51309;U59N;0;+;;00P21;S;21S09;;;;;24X10;24X81;21X02;;;;;486X
400D51310;U59N;0;+;;00P21;S;21S09;;;;;24X20;24X30;;;;;;486X
400D51311;U59N;0;+;;00P21;S;21S09;;;;;24X20;24X40;;;;;;486X
400D51312;U59N;0;+;;00P21;S;21S09;;;;;24X20;24X50;;;;;;486X
400D51313;U59N;0;+;;00P21;S;21S09;;;;;24X20;24X60;;;;;;486X
400D51314;U59N;0;+;;00P21;S;21S09;;;;;24X20;24X70;;;;;;486X
400D51315;U59N;0;+;;00P21;S;21S09;;;;;24X20;24X71;21X01;;;;;486X
400D51316;U59N;0;+;;00P21;S;21S09;;;;;24X20;24X72;21X03;;;;;486X
400D51317;U59N;0;+;;00P21;S;21S09;;;;;24X20;24X80;;;;;;486X
400D51318;U59N;0;+;;00P21;S;21S09;;;;;24X20;24X81;21X02;;;;;486X
400D51319;U59N;0;+;;00P21;S;21S09;;;;;24X30;24X40;;;;;;486X
400D51320;U59N;0;+;;00P21;S;21S09;;;;;24X30;24X50;;;;;;486X
400D51321;U59N;0;+;;00P21;S;21S09;;;;;24X30;24X60;;;;;;486X
400D51322;U59N;0;+;;00P21;S;21S09;;;;;24X30;24X70;;;;;;486X
400D51400;U64N;0;+;;00P21;N;;;;;;24X10;24X20;;;;;;487X
400D51401;U64N;0;+;;00P21;N;;;;;;24X10;24X30;;;;;;487X
400D51402;U64N;0;+;;00P21;N;;;;;;24X10;24X40;;;;;;487X
400D51403;U64N;0;+;;00P21;N;;;;;;24X10;24X50;;;;;;487X
400D51404;U64N;0;+;;00P21;N;;;;;;24X10;24X60;;;;;;487X
400D51405;U64N;0;+;;00P21;N;;;;;;24X10;24X70;;;;;;487X
400D51406;U64N;0;+;;00P21;N;;;;;;24X10;24X71;21X01;;;;;487X
400D51407;U64N;0;+;;00P21;N;;;;;;24X10;24X72;21X03;;;;;487X
400D51408;U64N;0;+;;00P21;N;;;;;;24X10;24X80;;;;;;487X
400D51409;U64N;0;+;;00P21;N;;;;;;24X10;24X81;21X02;;;;;487X
400D51410;U64N;0;+;;00P21;N;;;;;;24X20;24X30;;;;;;487X
400D51411;U64N;0;+;;00P21;N;;;;;;24X20;24X40;;;;;;487X
400D51412;U64N;0;+;;00P21;N;;;;;;24X20;24X50;;;;;;487X
400D51413;U64N;0;+;;00P21;N;;;;;;24X20;24X60;;;;;;487X
400D51414;U64N;0;+;;00P21;N;;;;;;24X20;24X70;;;;;;487X
400D51415;U64N;0;+;;00P21;N;;;;;;24X20;24X71;21X01;;;;;487X
400D51416;U64N;0;+;;00P21;N;;;;;;24X20;24X72;21X03;;;;;487X
400D51417;U64N;0;+;;00P21;N;;;;;;24X20;24X80;;;;;;487X
400D51418;U64N;0;+;;00P21;N;;;;;;24X20;24X81;21X02;;;;;487X
400D51419;U64N;0;+;;00P21;N;;;;;;24X30;24X40;;;;;;487X
400D51420;U64N;0;+;;00P21;N;;;;;;24X30;24X50;;;;;;487X
400D51421;U64N;0;+;;00P21;N;;;;;;24X30;24X60;;;;;;487X
400D51422;U64N;0;+;;00P21;N;;;;;;24X30;24X70;;;;;;487X
400D51423;U64N;0;+;;00P21;N;;;;;;24X30;24X71;21X01;;;;;487X
400D51424;U64N;0;+;;00P21;N;;;;;;24X30;24X72;21X03;;;;;487X
400D51425;U64N;0;+;;00P21;N;;;;;;24X30;24X80;;;;;;487X
400D51426;U64N;0;+;;00P21;N;;;;;;24X30;24X81;21X02;;;;;487X
400D51427;U64N;0;+;;00P21;N;;;;;;24X40;24X50;;;;;;487X
400D51428;U64N;0;+;;00P21;N;;;;;;24X40;24X60;;;;;;487X
400D51429;U64N;0;+;;00P21;N;;;;;;24X40;24X70;;;;;;487X
400D51430;U64N;0;+;;00P21;N;;;;;;24X40;24X71;21X01;;;;;487X
400D51431;U64N;0;+;;00P21;N;;;;;;24X40;24X72;21X03;;;;;487X
400D51432;U64N;0;+;;00P21;N;;;;;;24X40;24X80;;;;;;487X
400D51433;U64N;0;+;;00P21;N;;;;;;24X40;24X81;21X02;;;;;487X
400D51434;U64N;0;+;;00P21;N;;;;;;24X50;24X60;;;;;;487X
400D51435;U64N;0;+;;00P21;N;;;;;;24X50;24X70;;;;;;487X
400D51436;U64N;0;+;;00P21;N;;;;;;24X50;24X71;21X01;;;;;487X
400D51437;U64N;0;+;;00P21;N;;;;;;24X50;24X72;21X03;;;;;487X
400D51438;U64N;0;+;;00P21;N;;;;;;24X50;24X80;;;;;;487X
400D51439;U64N;0;+;;00P21;N;;;;;;24X50;24X81;21X02;;;;;487X
400D51440;U64N;0;+;;00P21;N;;;;;;24X60;24X70;;;;;;487X
400D51441;U64N;0;+;;00P21;N;;;;;;24X60;24X71;21X01;;;;;487X
400D51442;U64N;0;+;;00P21;N;;;;;;24X60;24X72;21X03;;;;;487X
400D51443;U64N;0;+;;00P21;N;;;;;;24X60;24X80;;;;;;487X
400D51444;U64N;0;+;;00P21;N;;;;;;24X60;24X81;21X02;;;;;487X
400D51445;U64N;0;+;;00P21;N;;;;;;24X70;24X80;;;;;;487X
400D51446;U64N;0;+;;00P21;N;;;;;;24X71;21X01;24X80;;;;;487X
400D51447;U64N;0;+;;00P21;N;;;;;;24X72;21X03;24X80;;;;;487X
400D51448;U64N;0;+;;00P21;N;;;;;;24X70;24X81;21X02;;;;;487X
400D51449;U64N;0;+;;00P21;N;;;;;;24X71;21X01;24X81;21X02;;;;487X
400D51450;U64N;0;+;;00P21;N;;;;;;24X72;21X03;24X81;21X02;;;;487X
400D51451;U64N;0;+;;00P21;N;;;;;;24X90;;;;;;;487X
400D600200;S01A;0;+;;18P01;S;;;;2;;18X01;;;;;;;415M
400D600205;S01C;0;+;;18P01;S;;;;1;;18X01;;;;;;;415C
400D600209;S01E;0;+;;18P01;S;;;;;;18X01;;;;;;;415N
400D603;S05N;0;+;;18P01;;;;;;;18X01;18X02;;;;;;489X
400D604;S06N;0;+;;18P01;;;;;;;18X01;;;;;;;490X
400D70100;Z78N;0;+;;;S;14S01;;;;F;14X31;;;;;;;470H
400D702008;P21C;0;+;14;;S;14S05;;;1;F;14X01;;;;;;;381C
400D702009;P21C;0;+;14;;S;14S05;;;1;F;14X31;;;;;;;381C
400D702108;P21E;0;+;14;;S;14S05;;;;F;14X01;;;;;;;381N
400D702109;P21E;0;+;14;;S;14S05;;;;F;14X31;;;;;;;381N
400D702205;P20C;0;+;14;;;;;;1;F;14X31;;;;;;;380C
400D702209;P20E;0;+;14;;;;;;;F;14X31;;;;;;;380N
400D704209;P40N;0;+;14;;;;;;1;F;14X01;;;;;;;383N
400D704215;P40N;0;+;13;;;;;;1;F;14X01;;;;;;;383N
400D704218;P49E;0;+;14;;;;;;;F;14X01;;;;;;;384N
400D704219;P49E;0;+;13;;;;;;;F;14X01;;;;;;;384N
400D706100;P01A;0;+;;;S;14S01;;;2;F;;;;;;;;370M
400D706105;P01C;0;+;;;S;14S01;;;1;F;;;;;;;;370C
400D7062;P01C;0;+;;;S;14S01;;;;F;14X12;;;;;;;370C
400D7071;P01E;0;+;;;S;14S01;;;;F;;;;;;;;371X
400D70913;P10N;0;+;14;;S;14S11;14M03;;;F;;;;;;;;378N
400D709145;P20C;0;+;14;;;;14M03;;1;F;;;;;;;;380C
400D709149;P20E;0;+;14;;;;14M03;;;F;;;;;;;;380N
400D71100;P06N;0;+;;;S;14S02;;;;F;14X03;;;;;;;374X
400D71110;P06N;0;+;;;S;14S03;;;;F;14X03;;;;;;;374X
400D712001;P05A;0;+;;;S;14S04;;;2;F;14X03;;;;-14S90;;;372M
400D712002;P05A;0;+;;;N;;;;2;F;14X03;;;;;;;372M
400D71300;P05C;0;+;;;S;14S04;;;1;F;14X03;;;;-14S90;;;372C
400D71301;P05C;0;+;;;N;;;;1;F;14X03;;;;;;;372C
400D71310;P05C;0;+;;;S;14S04;;;;F;14X03;14X11;;;-14S90;;;372C
400D71311;P05C;0;+;;;N;;;;;F;14X03;14X11;;;;;;372C
400D7830;P05E;0;+;;;S;14S04;;;;F;14X03;;;;-14S90;;;373X
400D7831;P05E;0;+;;;N;;;;;F;14X03;;;;;;;373X
401D012000;A10A;0;+;01;;S;01S01;;;2;;01X02;;;;-01S29;;;002AM
401D012002;A10C;0;+;01;;S;01S01;;;1;;01X02;;;;-01S29;;;002AC
401D012005;A10E;0;+;01;;S;01S01;;;;;01X02;;;;-01S29;;;002AN
401D013000;A03A;0;+;01;;S;01S26;01M02;;2;;;;;;;;;001AM
401D013001;A03E;0;+;01;;S;01S26;01M02;;;;;;;;;;;001AN
401D014001;A04N;0;+;;01P01;S;01S27;;;;;;;;;;;;001CN
401D015000;A08A;0;+;01;;S;01S27;;;2;;;;;;;;;001BM
401D015001;A08E;0;+;01;;S;01S27;;;;;;;;;;;;001BN
401D016000;A09A;0;+;01;;S;01S28;;;2;;;;;;;;;001DM
401D016001;A09E;0;+;01;;S;01S28;;;;;;;;;;;;001DN
401D017005;A05N;0;+;01;;S;01S29;;;;;;;;;;;;002BN
401D018000;A11A;0;+;01;;S;01S01;;;2;;;;;;;;;001EM
401D018001;A11E;0;+;01;;S;01S01;;;;;;;;;;;;001EN
401D041005;A25N;0;+;01;;S;01S02;;;;;;;;;;;;004N
401D051005;A28C;0;+;01;;S;01S03;;;1;;;;;;;;;005C
401D051009;A28E;0;+;01;;S;01S03;;;;;;;;;;;;005N
401D052005;A28C;0;+;;01P05;S;01S03;;;1;;;;;;;;;005C
401D052009;A28E;0;+;;01P05;S;01S03;;;;;;;;;;;;005N
401D060;A20N;0;+;01;;S;01S51;;;;;;;;;;;;570X
401D061;A29N;0;+;01;01P04;S;01S04;;;;;;;;;;;;006X
401D071100;A35A;0;+;01;;S;01S04;;;2;;;;;;;;;007M
401D071105;A35C;0;+;01;;S;01S04;;;1;;;;;;;;;007X
401D071200;A35A;0;+;01;;S;01S05;;;2;;;;;;;;;007M
401D071205;A35C;0;+;01;;S;01S05;;;1;;;;;;;;;007X
401D071300;A35A;0;+;;01P05;S;01S05;;;2;;;;;;;;;007M
401D071305;A35C;0;+;;01P05;S;01S05;;;1;;;;;;;;;007X
401D0721;A35E;0;+;01;;S;01S04;;;;;;;;;;;;008X
401D0722;A35E;0;+;01;;S;01S05;;;;;;;;;;;;008X
401D0723;A35E;0;+;;01P05;S;01S05;;;;;;;;;;;;008X
401D073009;A39N;0;+;01;;S;;;;;;00X10;;;;;;;531N
401D090000;A40A;0;+;01;;N;;01M01;;2;;;;;;;;;009M
401D090005;A40C;0;+;01;;N;;01M01;;1;;;;;;;;;009C
401D090009;A40E;0;+;01;;N;;01M01;;;;;;;;;;;009N
401D100000;A43A;0;+;01;;N;;01M02;;2;;;;;;;;;010M
401D100005;A43C;0;+;01;;N;;01M02;;1;;;;;;;;;010C
401D11;A43E;0;+;01;;N;;01M02;;;;;;;;;;;011X
401D120000;A44A;0;+;01;;N;;01M03;;2;;;;;;;;;012M
401D120009;A44E;0;+;01;;N;;01M03;;;;;;;;;;;012N
401D130005;A45C;0;+;01;;N;;01M04;;1;;;;;;;;;013C
401D130009;A45E;0;+;01;;N;;01M04;;;;;;;;;;;013N
401D140000;A46A;0;+;01;;N;;01M05;;2;;;;;;;;;014M
401D140005;A46C;0;+;01;;N;;01M05;;1;;;;;;;;;014C
401D14001;A46E;0;+;01;;N;;01M05;;;;;;;;;;;014N
401D141000;A46A;0;+;01;;N;;01M06;;2;;01X03;;;;;;;014M
401D141005;A46C;0;+;01;;N;;01M06;;1;;01X03;;;;;;;014C
401D14101;A46E;0;+;01;;N;;01M06;;;;01X03;;;;;;;014N
401D151;A50N;0;+;01;;N;;01M06;;;;01X04;;;;;;;017X
401D160009;A47N;0;+;01;;N;;01M06;;;;;;;;;;;015N
401D171;A50N;0;+;01;;N;;01M07;;;;;;;;;;;017X
401D180000;A51A;0;+;01;;N;;01M08;;2;;;;;;;;;018M
401D180005;A51C;0;+;01;;N;;01M08;;1;;;;;;;;;018C
401D19;A51E;0;+;01;;N;;01M08;;;;;;;;;;;019X
401D200000;A52A;0;+;01;;N;;01M09;;2;;;;;;;;;020M
401D200009;A52E;0;+;01;;N;;01M09;;;;;;;;;;;020N
401D210000;A53C;0;+;01;;N;;01M10;;1;;;;;;;;;021C
401D210009;A53E;0;+;01;;N;;01M10;;;;;;;;;;;021N
401D230005;A55C;0;+;01;;N;;01M12;;1;;;;;;;;;023C
401D230009;A55E;0;+;01;;N;;01M12;;;;;;;;;;;023N
401D261000;A56A;0;+;01;;N;;01M13;;2;;;;;;;;;026M
401D261005;A56C;0;+;01;;N;;01M13;;1;;;;;;;;;026C
401D261009;A56E;0;+;01;;N;;01M13;;;;;;;;;;;026N
401D270000;A60A;0;+;01;;N;;01M14;;2;;01X01;;;;;;;027M
401D270009;A60E;0;+;01;;N;;01M14;;;;01X01;;;;;;;027N
401D280305;A61C;0;+;01;;N;;01M14;;1;;;;;;;;;030C
401D280309;A61E;0;+;01;;N;;01M14;;;;;;;;;;;030N
401D300305;A62C;0;+;01;;N;;01M15;;1;;;;;;;;;033C
401D300309;A62E;0;+;01;;N;;01M15;;;;;;;;;;;033N
401D340000;A69A;0;+;01;;N;;;;2;;;;;;;;;034M
401D340005;A69C;0;+;01;;N;;;;1;;;;;;;;;034C
401D341;A69E;0;+;01;;N;;;;;;;;;;;;;035X
402D011005;B09C;0;+;02;;S;02S01;;;1;;;;;;;;;037C
402D011009;B09E;0;+;02;;S;02S01;;;;;;;;;;;;037N
402D021005;B20C;0;+;02;;S;02S04;;;1;;02X02;;;;;;;042C
402D021009;B20E;0;+;02;;S;02S04;;;;;02X02;;;;;;;042N
402D032;B02N;0;+;02;;S;02S21;;;;;02X03;;;;;;;036B
402D033;B01N;0;+;02;;S;02S24;;;;;;;;;;;;036D
402D034;B29N;0;+;02;;S;02S22;;;;;;;;;;;;036C
402D035;B03N;0;+;02;;S;02S02;;;;;;;;;;;;036A
402D036;B03N;0;+;;02P02;S;02S02;;;;;;;;;;;;036A
402D042005;B20C;0;+;02;;S;02S04;;;1;;;;;;;;;042C
402D042009;B20E;0;+;02;;S;02S04;;;;;;;;;;;;042N
402D043005;B20C;0;+;02;;S;02S07;;;1;;;;;;;;;042C
402D043009;B20E;0;+;02;;S;02S07;;;;;;;;;;;;042N
402D05110;B12N;0;+;02;;S;02S05;;;;;;;;;;;;039X
402D05111;B12N;0;+;;02P02;S;02S05;;;;;;;;;;;;039X
402D061;B11N;0;+;02;;S;02S06;;;;;;;;;;;;038X
402D074005;B15C;0;+;02;;S;02S03;;;1;;;;;;;;;041C
402D074009;B15E;0;+;02;;S;02S03;;;;;;;;;;;;041N
402D074207;B15C;0;+;02;;S;;;;1;;00X10;;;;;;;041C
402D074209;B15E;0;+;02;;S;;;;;;00X10;;;;;;;041N
402D09;B30N;0;+;02;;N;;02M01;;;;;;;;;;;043X
402D10;B31N;0;+;02;;N;;02M02;;;;;;;;;;;044X
402D11;B35N;0;+;02;;N;;02M03;;;;;;;;;;;045X
402D140005;B39C;0;+;02;;N;;;;1;;;;;;;;;048C
402D140009;B39E;0;+;02;;N;;;;;;;;;;;;;048N
403D00011;C17N;0;+;03;;S;03S23;03M10;;;;;;;;;;;521X
403D002;C05N;0;+;03;;S;03S01;;;;;;;;;;;;049A
403D0032;C09N;0;+;03;;S;03S14;;;;;03X04;;;;;;;052X
403D0102;C50N;0;+;03;;S;03S05;;;;;;;;;;;;169N
403D02001;C29N;0;+;03;;S;03S12;;;;;;;;;;;;063X
403D0311;C09N;0;+;03;;S;03S04;;;;;;;;;;;;052X
403D0343;C15N;0;+;03;;S;03S10;;;;;;;;;;;;055X
403D090;C13N;0;+;03;;S;03S22;;;;;;;;;;;;053B
403D091;C10N;0;+;03;;S;03S06;;;;;;;;;;;;053A
403D1001;C18N;0;+;03;;S;03S07;;;;;;;;;;;;056X
403D105;C06N;0;+;03;;S;03S08;;;;;;;;;;;;050N
403D111;C07N;0;+;03;;S;03S09;;;;;;;;;;;;051N
403D1631;C15N;0;+;03;;S;03S99;;;;;;;;;;;;055X
403D164009;C15N;0;+;03;;S;;;;;;00X10;;;;;;;055X
403D180000;C30A;0;+;03;;N;;03M01;;2;;;;;;;;;064M
403D180005;C30C;0;+;03;;N;;03M01;;1;;;;;;;;;064C
403D180009;C30E;0;+;03;;N;;03M01;;;;;;;;;;;064N
403D190005;C31C;0;+;03;;N;;03M02;;1;;;;;;;;;065C
403D190009;C31E;0;+;03;;N;;03M02;;;;;;;;;;;065N
403D200009;C32N;0;+;03;;N;;03M03;;;;;;;;;;;066N
403D21;C33N;0;+;03;;N;;03M04;;;;;;;;;;;067X
403D223;C35C;0;+;03;;N;;03M05;;1;;;;;;;;;070C
403D224;C35E;0;+;03;;N;;03M05;;;;;;;;;;;070N
403D25;C36N;0;+;03;;N;;03M06;;;;;;;;;;;071X
403D260005;C40C;0;+;03;;N;;03M07;;1;;;;;;;;;072C
403D260009;C40E;0;+;03;;N;;03M07;;;;;;;;;;;072N
403D272005;C48C;0;+;03;;N;;03M08;>6574;1;;;;;;;;;073C
000D700071;Z76N;5;+;;;;;;>21915;;;14X03;;;;;;;
000D700111;Z76N;5;+;;;S;14S01;;>21915;;;;;;;;;;
000D700231;Z76N;5;+;13;;;;;>21915;;;14X01;;;;;;;
403D272009;C48E;0;+;03;;N;;03M08;>6574;;;;;;;;;;073N
403D272019;C49N;0;+;03;;N;;03M08;;;;;;;;;;;074X
403D280005;C37C;0;+;03;;N;;03M10;;1;;;;;;;;;520C
403D280009;C37E;0;+;03;;N;;03M10;;;;;;;;;;;520N
403D29;C56N;0;+;03;;;03S13;;;;;;;;;;;;187X
403D302000;C55A;0;+;03;;N;;;;2;;;;;;;;;186M
403D302005;C55C;0;+;03;;N;;;;1;;;;;;;;;186C
403D302009;C55E;0;+;03;;N;;;;;;;;;;;;;186N
404D011000;D10A;0;+;04;;S;04S01;;;2;;;;;;;;;075M
404D011009;D10E;0;+;04;;S;04S01;;;;;;;;;;;;075N
404D021000;D19A;0;+;04;;S;04S02;;;2;;;;;;;;;076M
404D021005;D19C;0;+;04;;S;04S02;;;1;;;;;;;;;076C
404D022;D19E;0;+;04;;S;04S02;;;;;;;;;;;;077X
404D031009;D20N;0;+;04;;;04S03;;;;;;;;;;;;475N
404D032009;D21N;0;+;04;;;04S04;;;;;;;;;;;;474N
404D040;D20N;0;+;04;;;;;;;;00X10;;;;;;;475N
404D050000;D30A;0;+;04;;N;;04M01;;2;;;;;;;;;078M
404D050005;D30C;0;+;04;;N;;04M01;;1;;;;;;;;;078C
404D050009;D30E;0;+;04;;N;;04M01;;;;;;;;;;;078N
404D060305;D31C;0;+;04;;N;;04M02;>6574;1;;;;;;;;;080C
404D060309;D31E;0;+;04;;N;;04M02;>6574;;;;;;;;;;080N
404D060315;D32C;0;+;04;;N;;04M02;;1;;;;;;;;;081C
404D060319;D32E;0;+;04;;N;;04M02;;;;;;;;;;;081N
404D090000;D35A;0;+;04;;N;;04M03;;2;;;;;;;;;082M
404D090005;D35C;0;+;04;;N;;04M03;;1;;;;;;;;;082C
404D090009;D35E;0;+;04;;N;;04M03;;;;;;;;;;;082N
404D100000;D40A;0;+;04;;N;;04M04;;2;;;;;;;;;083M
404D100005;D40C;0;+;04;;N;;04M04;;1;;;;;;;;;083C
404D11;D40E;0;+;04;;N;;04M04;;;;;;;;;;;084X
404D120000;D41A;0;+;04;;N;;04M05;;2;;;;;;;;;085M
404D120005;D41C;0;+;04;;N;;04M05;;1;;;;;;;;;085C
404D13;D41E;0;+;04;;N;;04M05;;;;;;;;;;;086X
404D140000;D45A;0;+;04;;N;;04M06;;2;;;;;;;;;087M
404D140005;D45C;0;+;04;;N;;04M06;;1;;;;;;;;;087C
404D140009;D45E;0;+;04;;N;;04M06;;;;;;;;;;;087N
404D150000;D45A;0;+;;04P01;N;;;;2;;04X03;;;;;;;087M
000D700070;Z76O;5;+;;;;;;>21915;;;14X03;;;;;;<1;
404D150005;D45C;0;+;;04P01;N;;;;1;;04X03;;;;;;;087C
404D150009;D45E;0;+;;04P01;N;;;;;;04X03;;;;;;;087N
404D160000;D46A;0;+;04;;N;;04M07;;2;;;;;;;;;088M
404D160005;D46C;0;+;04;;N;;04M07;;1;;;;;;;;;088C
404D160009;D46E;0;+;04;;N;;04M07;;;;;;;;;;;088N
404D163000;D47A;0;+;04;;N;;04M08;;2;;;;;;;;;091M
404D163005;D47C;0;+;04;;N;;04M08;;1;;;;;;;;;091C
404D164;D47E;0;+;04;;N;;04M08;;;;;;;;;;;091N
404D191;D48A;0;+;04;;N;;04M09;;2;;;;;;;;;092M
404D192;D48E;0;+;04;;N;;04M09;;;;;;;;;;;093X
404D210000;D42A;0;+;04;;N;;04M10;;2;;;;;;;;;094M
404D210009;D42C;0;+;04;;N;;04M10;;1;;;;;;;;;094C
404D22;D42E;0;+;04;;N;;04M10;;;;;;;;;;;095X
404D233000;D49A;0;+;04;;N;;04M11;;2;;;;;;;;;098M
404D233005;D49C;0;+;04;;N;;04M11;;1;;;;;;;;;098C
404D234;D49E;0;+;04;;N;;04M11;;;;;;;;;;;098N
404D261000;D50A;0;+;04;;N;;04M12;;2;;;;;;;;;099M
404D261005;D50C;0;+;04;;N;;04M12;;1;;;;;;;;;099C
404D262;D50E;0;+;04;;N;;04M12;;;;;;;;;;;100N
404D281000;D69A;0;+;04;;N;;;;2;;;;;;;;;101M
404D281005;D69C;0;+;04;;N;;;;1;;;;;;;;;101C
404D282;D69E;0;+;04;;N;;;;;;;;;;;;;102N
405D010009;Z60N;7;+;05;;S;05S24;;;;;05X07;;;;;;;477N
405D022009;E02N;0;+;05;05P01;S;05S35;;;;;;;;;;;;109N
405D023000;E03N;0;;05;;S;05S80;;;;;;;;;;;;104D
405D02301;E04A;0;;05;;S;05S02;;;2;;;;;;;;;104M
405D02302;E04A;0;+;05;;S;05S02;;;1;;05X30;05X31;;;;;;104M
405D02303;E04A;0;+;05;;S;05S02;;;1;;05X30;05X32;;;;;;104M
405D02304;E04A;0;+;05;;S;05S02;;;1;;05X30;05X33;;;;;;104M
405D02305;E04A;0;+;05;;S;05S02;;;1;;05X31;05X32;;;;;;104M
405D02306;E04A;0;+;05;;S;05S02;;;1;;05X31;05X33;;;;;;104M
405D02307;E04A;0;+;05;;S;05S02;;;1;;05X32;05X33;;;;;;104M
405D02401;E04C;0;+;05;;S;05S02;;;1;;;;;;;;;104C
405D02402;E04C;0;+;05;;S;05S02;;;;;05X30;05X31;;;;;;104C
405D02403;E04C;0;+;05;;S;05S02;;;;;05X30;05X32;;;;;;104C
405D02404;E04C;0;+;05;;S;05S02;;;;;05X30;05X33;;;;;;104C
405D02405;E04C;0;+;05;;S;05S02;;;;;05X31;05X32;;;;;;104C
405D02406;E04C;0;+;05;;S;05S02;;;;;05X31;05X33;;;;;;104C
405D02407;E04C;0;+;05;;S;05S02;;;;;05X32;05X33;;;;;;104C
405D031;E04E;0;+;05;;S;05S02;;;;;;;;;;;;104N
405D042000;E15A;0;+;05;;S;05S06;;;2;;;;;;;;;108M
405D042005;E15C;0;+;05;;S;05S06;;;1;;;;;;;;;108C
405D042009;E15E;0;+;05;;S;05S06;;;;;;;;;;;;108N
405D042100;E15A;0;+;05;;S;05S07;;;2;;;;;;05S08;;;108M
405D042105;E15C;0;+;05;;S;05S07;;;1;;;;;;05S08;;;108C
405D042109;E15E;0;+;05;;S;05S07;;;;;;;;;05S08;;;108N
405D042200;E15A;0;+;05;;S;05S22;;;2;;;;;;05S21;;;108M
405D042205;E15C;0;+;05;;S;05S22;;;1;;;;;;05S21;;;108C
405D042209;E15E;0;+;05;;S;05S22;;;;;;;;;05S21;;;108N
405D0501;E07A;0;+;05;;S;05S09;;;2;;;;;;;;;107M
405D0502;E06N;0;+;05;;S;05S09;;;;;;;;;05S05;;;107B
405D0503;E07E;0;+;05;;S;05S09;;;;;;;;;;;;107N
405D0711;E10A;0;+;05;;S;05S07;;;2;;;;;;;;;110M
405D0712;E10A;0;+;05;;S;05S08;;;2;;;;;;;;;110M
405D0713;E10A;0;+;05;;S;05S11;;;2;;;;;;;;;110M
405D0714;E10A;0;+;05;;S;05S22;;;2;;;;;;;;;110M
405D0721;E10E;0;+;05;;S;05S07;;;;;;;;;;;;111X
405D0722;E10E;0;+;05;;S;05S08;;;;;;;;;;;;111X
405D0723;E10E;0;+;05;;S;05S11;;;;;;;;;;;;111X
405D0724;E10E;0;+;05;;S;05S22;;;;;;;;;;;;111X
405D091000;E20A;0;+;05;;S;05S12;;;2;;;;;;;;;113M
405D091005;E20C;0;+;05;;S;05S12;;;1;;;;;;;;;113C
405D091009;E20E;0;+;05;;S;05S12;;;;;;;;;;;;113N
000D700110;Z76O;5;+;;;S;14S01;;>21915;;;;;;;;;<1;
000D700230;Z76O;5;+;13;;;;;>21915;;;14X01;;;;;;<1;
405D11010;E18C;0;+;05;;;05S25;;;1;;05X01;;;;;;;
405D11011;E18E;0;+;05;;;05S25;;;;;05X01;;;;;;;
405D13001;E30N;0;+;05;;S;05S15;;;;;05X21;;;;;;;119X
405D13011;E35C;0;+;05;;S;05S15;;;1;;;;;;;;;478X
405D13012;E35E;0;+;05;;S;05S15;;;;;;;;;;;;479X
