CODE;D_CODE;VARTYPE;VARVAL
K770;;DGPROP;15X34
K778;;DGCAT;07M04
K778;;MDC;7
K778;;DGPROP;07X99
K778;;DGPROP;15X34
K800;;COMPL;07C15
K800;;DGCAT;07M99
K800;;MDC;7
K800;;DGPROP;07X99
K800;;DGPROP;15X98
K801;;COMPL;07C15
K801;;DGCAT;07M99
K801;;MDC;7
K801;;DGPROP;07X99
K801;;DGPROP;15X98
K802;;DGCAT;07M99
K802;;MDC;7
K802;;DGPROP;07X99
K802;;DGPROP;15X98
K803;;COMPL;07C21
K803;;DGCAT;07M99
K803;;MDC;7
K803;;DGPROP;07X99
K803;;DGPROP;15X98
K804;;COMPL;07C21
K804;;DGCAT;07M99
K804;;MDC;7
K804;;DGPROP;07X99
K804;;DGPROP;15X98
K805;;DGCAT;07M99
K805;;MDC;7
K805;;DGPROP;07X99
K805;;DGPROP;15X98
K808;;COMPL;07I15
K808;;DGCAT;07M99
K808;;MDC;7
K808;;DGPROP;07X99
K808;;DGPROP;15X98
K810;;DGCAT;07M99
K810;;MDC;7
K810;;DGPROP;07X99
K810;;DGPROP;15X98
K810;;COMPL;07G18
K811;;DGCAT;07M99
K811;;MDC;7
K811;;DGPROP;07X99
K811;;DGPROP;15X98
K818;;DGCAT;07M99
K818;;MDC;7
K818;;DGPROP;07X99
K818;;DGPROP;15X98
K819;;DGCAT;07M99
K819;;MDC;7
K819;;DGPROP;07X99
K819;;DGPROP;15X98
K820;;COMPL;07C17
K820;;DGCAT;07M99
K820;;MDC;7
K820;;DGPROP;07X99
K820;;DGPROP;07X01
K820;;DGPROP;15X98
K821;;COMPL;07C17
K821;;DGCAT;07M99
K821;;MDC;7
K821;;DGPROP;07X99
K821;;DGPROP;07X01
K821;;DGPROP;15X98
K822;;COMPL;07C17
K822;;DGCAT;07M99
K822;;MDC;7
K822;;DGPROP;07X99
K822;;DGPROP;15X98
K823;;COMPL;07C17
K823;;DGCAT;07M99
K823;;MDC;7
K823;;DGPROP;07X99
K823;;DGPROP;15X98
K824;;DGCAT;07M99
K824;;MDC;7
K824;;DGPROP;07X99
K824;;DGPROP;15X98
K828;;DGCAT;07M99
K828;;MDC;7
K828;;DGPROP;07X99
K828;;DGPROP;15X98
K829;;DGCAT;07M99
K829;;MDC;7
K829;;DGPROP;07X99
K829;;DGPROP;15X98
K830;;COMPL;07C19
K830;;DGCAT;07M99
K830;;MDC;7
K830;;DGPROP;07X99
K830;;DGPROP;15X34
K830A;;COMPL;07C19
K830A;;DGCAT;07M99
K830A;;MDC;7
K830A;;DGPROP;07X99
K830A;;DGPROP;15X34
K830X;;COMPL;07C19
K830X;;DGCAT;07M99
K830X;;MDC;7
K830X;;DGPROP;07X99
K830X;;DGPROP;15X34
K831;;COMPL;07C11
K831;;DGCAT;07M99
K831;;MDC;7
K831;;DGPROP;07X99
K831;;DGPROP;07X01
K831;;DGPROP;15X98
K832;;DGCAT;07M99
K832;;MDC;7
K832;;DGPROP;07X99
K832;;DGPROP;07X01
K832;;DGPROP;15X98
K832;;COMPL;07G16
K833;;COMPL;07C16
K833;;DGCAT;07M99
K833;;MDC;7
K833;;DGPROP;07X99
K833;;DGPROP;07X01
K833;;DGPROP;15X98
K834;;DGCAT;07M99
K834;;MDC;7
K834;;DGPROP;07X99
K834;;DGPROP;07X01
K834;;DGPROP;15X98
K835;;DGCAT;07M99
K835;;MDC;7
K835;;DGPROP;07X99
K835;;DGPROP;15X98
K838;;DGCAT;07M99
K838;;MDC;7
K838;;DGPROP;07X99
K838;;DGPROP;15X98
K839;;DGCAT;07M99
K839;;MDC;7
K839;;DGPROP;07X99
K839;;DGPROP;15X98
K85;;COMPL;07C06
K85;;DGCAT;07M03
K85;;MDC;7
K85;;DGPROP;07X99
K85;;DGPROP;15X34
K850;;COMPL;07C06
K850;;DGCAT;07M03
K850;;MDC;7
K850;;DGPROP;07X99
K850;;DGPROP;15X34
K851;;COMPL;07C06
K851;;DGCAT;07M03
K851;;MDC;7
K851;;DGPROP;07X99
K851;;DGPROP;15X34
K852;;COMPL;07C06
K852;;DGCAT;07M03
K852;;MDC;7
K852;;DGPROP;07X99
K852;;DGPROP;15X34
K853;;COMPL;07C06
K853;;DGCAT;07M03
K853;;MDC;7
K853;;DGPROP;07X99
K853;;DGPROP;15X34
K858;;COMPL;07C06
K858;;DGCAT;07M03
K858;;MDC;7
K858;;DGPROP;07X99
K858;;DGPROP;15X34
K859;;COMPL;07C06
K859;;DGCAT;07M03
K859;;MDC;7
K859;;DGPROP;07X99
K859;;DGPROP;15X34
K860;;DGCAT;07M03
K860;;MDC;7
K860;;DGPROP;07X99
K860;;DGPROP;15X98
K860;;PDGPRO;00P01
K861;;COMPL;07C07
K861;;DGCAT;07M03
K861;;MDC;7
K861;;DGPROP;07X99
K861;;DGPROP;15X98
K862;;COMPL;07C07
K862;;DGCAT;07M03
K862;;MDC;7
K862;;DGPROP;07X99
K862;;DGPROP;15X34
K863;;COMPL;07C07
K863;;DGCAT;07M03
K863;;MDC;7
K863;;DGPROP;07X99
K863;;DGPROP;15X34
K868;;DGCAT;07M03
K868;;MDC;7
K868;;DGPROP;07X99
K868;;DGPROP;15X98
K869;;DGCAT;07M03
K869;;MDC;7
K869;;DGPROP;07X99
K869;;DGPROP;15X98
K870;;DGCAT;07M99
K870;;MDC;7
K870;;DGPROP;07X99
K870;;DGPROP;15X98
K871;;DGCAT;07M03
K871;;MDC;7
K871;;DGPROP;07X99
K871;;DGPROP;15X98
K900;;DGCAT;06M08
K900;;MDC;6
K900;;DGPROP;06X99
K900;;DGPROP;15X98
K900A;;DGCAT;06M08
K900A;;MDC;6
K900A;;DGPROP;06X99
K900A;;DGPROP;15X98
K900B;;DGCAT;06M08
K900B;;MDC;6
K900B;;DGPROP;06X99
K900B;;DGPROP;15X98
K900X;;DGCAT;06M08
K900X;;MDC;6
K900X;;DGPROP;06X99
K900X;;DGPROP;15X98
K901;;COMPL;06C16
K901;;DGCAT;06M08
K901;;MDC;6
K901;;DGPROP;06X99
K901;;DGPROP;15X98
K902;;COMPL;06C16
K902;;DGCAT;06M08
K902;;MDC;6
K902;;DGPROP;06X99
K902;;DGPROP;15X98
K903;;COMPL;06C16
K903;;DGCAT;06M08
K903;;MDC;6
K903;;DGPROP;06X99
K903;;DGPROP;15X98
K904;;DGCAT;06M08
K904;;MDC;6
K904;;DGPROP;06X99
K904;;DGPROP;15X98
K908;;COMPL;06C16
K908;;DGCAT;06M08
K908;;MDC;6
K908;;DGPROP;06X99
K908;;DGPROP;15X98
K909;;COMPL;06C16
K909;;DGCAT;06M08
K909;;MDC;6
K909;;DGPROP;06X99
K909;;DGPROP;15X98
K909;;PDGPRO;18P01
K910;;DGCAT;06M08
K910;;MDC;6
K910;;DGPROP;06X99
K910;;DGPROP;15X98
K911;;DGCAT;06M08
K911;;MDC;6
K911;;DGPROP;06X99
K911;;DGPROP;15X98
K912;;COMPL;06C16
K912;;DGCAT;06M08
K912;;MDC;6
K912;;DGPROP;06X99
K912;;DGPROP;15X34
K913;;DGCAT;06M99
K913;;MDC;6
K913;;DGPROP;06X99
K913;;DGPROP;15X34
K913;;COMPL;21G02
K914;;COMPL;98C13
K914;;DGCAT;06M99
K914;;MDC;6
K914;;DGPROP;06X99
K914;;DGPROP;15X98
K915;;DGCAT;07M99
K915;;MDC;7
K915;;DGPROP;07X99
K915;;DGPROP;15X98
K918;;COMPL;21C02
K918;;DGCAT;06M99
K918;;MDC;6
K918;;DGPROP;06X99
K919;;COMPL;21C02
K919;;DGCAT;06M99
K919;;MDC;6
K919;;DGPROP;06X99
K919;;DGPROP;15X34
K920;;COMPL;06C10
K920;;DGCAT;06M03
K920;;MDC;6
K920;;DGPROP;06X99
K920;;DGPROP;06X03
K920;;DGPROP;15X34
K921;;COMPL;06C10
K921;;DGCAT;06M03
K921;;MDC;6
K921;;DGPROP;06X99
K921;;DGPROP;06X03
K921;;DGPROP;15X34
K922;;COMPL;06C10
K922;;DGCAT;06M03
K922;;MDC;6
K922;;DGPROP;06X99
K922;;DGPROP;06X03
K922;;DGPROP;15X34
K928;;DGCAT;06M99
K928;;MDC;6
K928;;DGPROP;06X99
K928;;DGPROP;15X98
K929;;DGCAT;06M99
K929;;MDC;6
K929;;DGPROP;06X99
K929;;DGPROP;15X98
K930;;COMPL;06C17
K930;;DGCAT;06M99
K930;;MDC;6
K930;;DGPROP;06X99
K931;;DGCAT;06M99
K931;;MDC;6
K931;;DGPROP;06X99
K938;;DGCAT;06M99
K938;;MDC;6
K938;;DGPROP;06X99
K938;;DGPROP;15X98
K938;A527;COMPL;18C03
K938;A527;DGPROP;18X02
K938;B770;DGPROP;18X02
L00;;DGCAT;09M03
L00;;MDC;9
L00;;DGPROP;09X99
L00;;DGPROP;15X98
L009;;DGCAT;09M03
L009;;MDC;9
L009;;DGPROP;09X99
L009;;DGPROP;15X98
L010;;COMPL;09C02
L010;;DGCAT;09M06
L010;;MDC;9
L010;;DGPROP;09X99
L010;;DGPROP;15X98
L010A;;COMPL;09C02
L010A;;DGCAT;09M06
L010A;;MDC;9
L010A;;DGPROP;09X99
L010A;;DGPROP;15X98
L010X;;COMPL;09C02
L010X;;DGCAT;09M06
L010X;;MDC;9
L010X;;DGPROP;09X99
L010X;;DGPROP;15X98
L011;;COMPL;09C02
L011;;DGCAT;09M06
L011;;MDC;9
L011;;DGPROP;09X99
L011;;DGPROP;15X98
L020;;COMPL;09C04
L020;;DGCAT;09M06
L020;;MDC;9
L020;;DGPROP;09X99
L020;;DGPROP;15X36
L021;;COMPL;09C04
L021;;DGCAT;09M01
L021;;MDC;9
L021;;DGPROP;09X99
L021;;DGPROP;15X36
L021;;PDGPRO;00P11
L022;;COMPL;09C04
L022;;DGCAT;09M01
L022;;MDC;9
L022;;DGPROP;09X99
L022;;DGPROP;15X36
L023;;COMPL;09C04
L023;;DGCAT;09M01
L023;;MDC;9
L023;;DGPROP;09X99
L023;;DGPROP;15X36
L024;;COMPL;09C04
L024;;DGCAT;09M01
L024;;MDC;9
L024;;DGPROP;09X99
L024;;DGPROP;15X36
L024;;PDGPRO;08P03
L028;;COMPL;09C04
L028;;DGCAT;09M01
L028;;MDC;9
L028;;DGPROP;09X99
L028;;DGPROP;15X36
L029;;COMPL;09C04
L029;;DGCAT;09M01
L029;;MDC;9
L029;;DGPROP;09X99
L029;;DGPROP;15X36
L029A;;COMPL;09C04
L029A;;DGCAT;09M01
L029A;;MDC;9
L029A;;DGPROP;09X99
L029A;;DGPROP;15X36
L029B;;COMPL;09C04
L029B;;DGCAT;09M01
L029B;;MDC;9
L029B;;DGPROP;09X99
L029B;;DGPROP;15X36
L029C;;COMPL;09C04
L029C;;DGCAT;09M01
L029C;;MDC;9
L029C;;DGPROP;09X99
L029C;;DGPROP;15X36
L029D;;COMPL;09C04
L029D;;DGCAT;09M01
L029D;;MDC;9
L029D;;DGPROP;09X99
L029D;;DGPROP;15X36
L030;;DGCAT;09M01
L030;;MDC;9
L030;;DGPROP;09X99
L030;;DGPROP;15X98
L030;;PDGPRO;08P03
L030A;;DGCAT;09M01
L030A;;MDC;9
L030A;;DGPROP;09X99
L030A;;DGPROP;15X98
L030A;;PDGPRO;08P03
L030B;;DGCAT;09M01
L030B;;MDC;9
L030B;;DGPROP;09X99
L030B;;DGPROP;15X98
L030B;;PDGPRO;08P03
L030C;;DGCAT;09M01
L030C;;MDC;9
L030C;;DGPROP;09X99
L030C;;DGPROP;15X98
L030C;;PDGPRO;08P03
L030X;;DGCAT;09M01
L030X;;MDC;9
L030X;;DGPROP;09X99
L030X;;DGPROP;15X98
L030X;;PDGPRO;08P03
L031;;DGCAT;09M01
L031;;MDC;9
L031;;DGPROP;09X99
L031;;DGPROP;15X36
L031;;PDGPRO;08P03
L032;;COMPL;09C04
L032;;DGCAT;09M01
L032;;MDC;9
L032;;DGPROP;09X99
L032;;DGPROP;15X33
L033;;COMPL;09C04
L033;;DGCAT;09M01
L033;;MDC;9
L033;;DGPROP;09X99
L033;;DGPROP;15X36
L038;;DGCAT;09M01
L038;;MDC;9
L038;;DGPROP;09X99
L038;;DGPROP;15X36
L038;;COMPL;09G04
L039;;COMPL;09C04
L039;;DGCAT;09M01
L039;;MDC;9
L039;;DGPROP;09X99
L039;;DGPROP;15X36
L040;;DGCAT;16M99
L040;;MDC;16
L040;;DGPROP;16X99
L040;;DGPROP;15X36
L040;;PDGPRO;18P01
L041;;DGCAT;16M99
L041;;MDC;16
L041;;DGPROP;16X99
L041;;DGPROP;15X36
L041;;PDGPRO;18P01
L042;;DGCAT;16M99
L042;;MDC;16
L042;;DGPROP;16X99
L042;;DGPROP;15X36
L042;;PDGPRO;18P01
L043;;DGCAT;16M99
L043;;MDC;16
L043;;DGPROP;16X99
L043;;DGPROP;15X36
L043;;PDGPRO;18P01
L048;;DGCAT;16M99
L048;;MDC;16
L048;;DGPROP;16X99
L048;;DGPROP;15X36
L048;;PDGPRO;18P01
L049;;DGCAT;16M99
L049;;MDC;16
L049;;DGPROP;16X99
L049;;DGPROP;15X36
L049;;PDGPRO;18P01
L050;;COMPL;09C03
L050;;DGCAT;09M06
L050;;MDC;9
L050;;DGPROP;09X99
L050;;DGPROP;09X06
L050;;DGPROP;15X98
L059;;DGCAT;09M06
L059;;MDC;9
L059;;DGPROP;09X99
L059;;DGPROP;09X06
L059;;DGPROP;15X98
L080;;DGCAT;09M06
L080;;MDC;9
L080;;DGPROP;09X99
L080;;DGPROP;15X98
L080A;;DGCAT;09M06
L080A;;MDC;9
L080A;;DGPROP;09X99
L080A;;DGPROP;15X98
L080B;;DGCAT;09M06
L080B;;MDC;9
L080B;;DGPROP;09X99
L080B;;DGPROP;15X98
L080C;;DGCAT;09M06
L080C;;MDC;9
L080C;;DGPROP;09X99
L080C;;DGPROP;15X98
L080X;;DGCAT;09M06
L080X;;MDC;9
L080X;;DGPROP;09X99
L080X;;DGPROP;15X98
L081;;DGCAT;09M99
L081;;MDC;9
L081;;DGPROP;09X99
L081;;DGPROP;15X98
L081;;DGPROP;18X02
L081;;PDGPRO;18P01
L088;;DGCAT;09M06
L088;;MDC;9
L088;;DGPROP;09X99
L088;;DGPROP;09X05
L088;;DGPROP;15X98
L088A;;DGCAT;09M06
L088A;;MDC;9
L088A;;DGPROP;09X99
L088A;;DGPROP;09X05
L088A;;DGPROP;15X98
L088B;;DGCAT;09M06
L088B;;MDC;9
L088B;;DGPROP;09X99
L088B;;DGPROP;09X05
L088B;;DGPROP;15X98
L088C;;DGCAT;09M06
L088C;;MDC;9
L088C;;DGPROP;09X99
L088C;;DGPROP;09X05
L088C;;DGPROP;15X98
L088W;;DGCAT;09M06
L088W;;MDC;9
L088W;;DGPROP;09X99
L088W;;DGPROP;09X05
L088W;;DGPROP;15X98
L089;;DGCAT;09M06
L089;;MDC;9
L089;;DGPROP;09X99
L089;;DGPROP;09X05
L089;;DGPROP;15X98
L100;;COMPL;09C07
L100;;DGCAT;09M03
L100;;MDC;9
L100;;DGPROP;09X99
L100;;DGPROP;15X98
L101;;COMPL;09C07
L101;;DGCAT;09M03
L101;;MDC;9
L101;;DGPROP;09X99
L101;;DGPROP;15X98
L102;;COMPL;09C07
L102;;DGCAT;09M03
L102;;MDC;9
L102;;DGPROP;09X99
L102;;DGPROP;15X98
L103;;COMPL;09C07
L103;;DGCAT;09M03
L103;;MDC;9
L103;;DGPROP;09X99
L103;;DGPROP;15X98
L104;;COMPL;09C07
L104;;DGCAT;09M03
L104;;MDC;9
L104;;DGPROP;09X99
L104;;DGPROP;15X98
L105;;COMPL;09C07
L105;;DGCAT;09M03
L105;;MDC;9
L105;;DGPROP;09X99
L105;;DGPROP;15X98
L108;;COMPL;09C07
L108;;DGCAT;09M03
L108;;MDC;9
L108;;DGPROP;09X99
L108;;DGPROP;15X98
L109;;COMPL;09C07
L109;;DGCAT;09M03
L109;;MDC;9
L109;;DGPROP;09X99
L109;;DGPROP;15X98
L110;;DGCAT;09M99
L110;;MDC;9
L110;;DGPROP;09X99
L110;;DGPROP;15X98
L111;;DGCAT;09M99
L111;;MDC;9
L111;;DGPROP;09X99
L111;;DGPROP;15X98
L118;;DGCAT;09M99
L118;;MDC;9
L118;;DGPROP;09X99
L118;;DGPROP;15X98
L119;;DGCAT;09M99
L119;;MDC;9
L119;;DGPROP;09X99
L119;;DGPROP;15X98
L120;;COMPL;09C07
L120;;DGCAT;09M03
L120;;MDC;9
L120;;DGPROP;09X99
L120;;DGPROP;15X98
L120A;;COMPL;09C07
L120A;;DGCAT;09M03
L120A;;MDC;9
L120A;;DGPROP;09X99
L120A;;DGPROP;15X98
L120B;;COMPL;09C07
L120B;;DGCAT;09M03
L120B;;MDC;9
L120B;;DGPROP;09X99
L120B;;DGPROP;15X98
L120W;;COMPL;09C07
L120W;;DGCAT;09M03
L120W;;MDC;9
L120W;;DGPROP;09X99
L120W;;DGPROP;15X98
L121;;COMPL;09C07
L121;;DGCAT;09M03
L121;;MDC;9
L121;;DGPROP;09X99
L121;;DGPROP;15X98
L121A;;COMPL;09C07
L121A;;DGCAT;09M03
L121A;;MDC;9
L121A;;DGPROP;09X99
L121A;;DGPROP;15X98
L121B;;COMPL;09C07
L121B;;DGCAT;09M03
L121B;;MDC;9
L121B;;DGPROP;09X99
L121B;;DGPROP;15X98
L121C;;COMPL;09C07
L121C;;DGCAT;09M03
L121C;;MDC;9
L121C;;DGPROP;09X99
L121C;;DGPROP;15X98
L121W;;COMPL;09C07
L121W;;DGCAT;09M03
L121W;;MDC;9
L121W;;DGPROP;09X99
L121W;;DGPROP;15X98
L122;;COMPL;09C07
L122;;DGCAT;09M03
L122;;MDC;9
L122;;DGPROP;09X99
L122;;DGPROP;15X98
L122A;;COMPL;09C07
L122A;;DGCAT;09M03
L122A;;MDC;9
L122A;;DGPROP;09X99
L122A;;DGPROP;15X98
L122B;;COMPL;09C07
L122B;;DGCAT;09M03
L122B;;MDC;9
L122B;;DGPROP;09X99
L122B;;DGPROP;15X98
L122C;;COMPL;09C07
L122C;;DGCAT;09M03
L122C;;MDC;9
L122C;;DGPROP;09X99
L122C;;DGPROP;15X98
L122D;;COMPL;09C07
L122D;;DGCAT;09M03
L122D;;MDC;9
L122D;;DGPROP;09X99
L122D;;DGPROP;15X98
L122W;;COMPL;09C07
L122W;;DGCAT;09M03
L122W;;MDC;9
L122W;;DGPROP;09X99
L122W;;DGPROP;15X98
L123;;COMPL;09C07
L123;;DGCAT;09M03
L123;;MDC;9
L123;;DGPROP;09X99
L123;;DGPROP;15X98
L128;;COMPL;09C07
L128;;DGCAT;09M03
L128;;MDC;9
L128;;DGPROP;09X99
L128;;DGPROP;15X98
L129;;COMPL;09C07
L129;;DGCAT;09M03
L129;;MDC;9
L129;;DGPROP;09X99
L129;;DGPROP;15X98
L130;;DGCAT;09M99
L130;;MDC;9
L130;;DGPROP;09X99
L130;;DGPROP;15X98
L131;;DGCAT;09M99
L131;;MDC;9
L131;;DGPROP;09X99
L131;;DGPROP;15X98
L138;;DGCAT;09M03
L138;;MDC;9
L138;;DGPROP;09X99
L138;;DGPROP;15X98
L138A;;DGCAT;09M03
L138A;;MDC;9
L138A;;DGPROP;09X99
L138A;;DGPROP;15X98
L138B;;DGCAT;09M03
L138B;;MDC;9
L138B;;DGPROP;09X99
L138B;;DGPROP;15X98
L138C;;DGCAT;09M03
L138C;;MDC;9
L138C;;DGPROP;09X99
L138C;;DGPROP;15X98
L138W;;DGCAT;09M03
L138W;;MDC;9
L138W;;DGPROP;09X99
L138W;;DGPROP;15X98
L139;;DGCAT;09M03
L139;;MDC;9
L139;;DGPROP;09X99
L139;;DGPROP;15X98
L14;;DGCAT;09M03
L14;;MDC;9
L14;;DGPROP;09X99
L14;;DGPROP;15X98
L149;;DGCAT;09M03
L149;;MDC;9
L149;;DGPROP;09X99
L149;;DGPROP;15X98
L200;;DGCAT;09M99
L200;;MDC;9
L200;;DGPROP;09X99
L200;;DGPROP;15X98
L208;;DGCAT;09M99
L208;;MDC;9
L208;;DGPROP;09X99
L208;;DGPROP;15X98
L208A;;DGCAT;09M99
L208A;;MDC;9
L208A;;DGPROP;09X99
L208A;;DGPROP;15X98
L208B;;DGCAT;09M99
L208B;;MDC;9
L208B;;DGPROP;09X99
L208B;;DGPROP;15X98
L208C;;DGCAT;09M99
L208C;;MDC;9
L208C;;DGPROP;09X99
L208C;;DGPROP;15X98
L208D;;DGCAT;09M99
L208D;;MDC;9
L208D;;DGPROP;09X99
L208D;;DGPROP;15X98
L208E;;DGCAT;09M99
L208E;;MDC;9
L208E;;DGPROP;09X99
L208E;;DGPROP;15X98
L208F;;DGCAT;09M99
L208F;;MDC;9
L208F;;DGPROP;09X99
L208F;;DGPROP;15X98
L208G;;DGCAT;09M99
L208G;;MDC;9
L208G;;DGPROP;09X99
L208G;;DGPROP;15X98
L208W;;DGCAT;09M99
L208W;;MDC;9
L208W;;DGPROP;09X99
L208W;;DGPROP;15X98
L209;;DGCAT;09M99
L209;;MDC;9
L209;;DGPROP;09X99
L209;;DGPROP;15X98
L210;;DGCAT;09M99
L210;;MDC;9
L210;;DGPROP;09X99
L210;;DGPROP;15X98
L210A;;DGCAT;09M99
L210A;;MDC;9
L210A;;DGPROP;09X99
L210A;;DGPROP;15X98
L210B;;DGCAT;09M99
L210B;;MDC;9
L210B;;DGPROP;09X99
L210B;;DGPROP;15X98
L210C;;DGCAT;09M99
L210C;;MDC;9
L210C;;DGPROP;09X99
L210C;;DGPROP;15X98
L210W;;DGCAT;09M99
L210W;;MDC;9
L210W;;DGPROP;09X99
L210W;;DGPROP;15X98
L211;;DGCAT;09M99
L211;;MDC;9
L211;;DGPROP;09X99
L211;;DGPROP;15X98
L218;;DGCAT;09M99
L218;;MDC;9
L218;;DGPROP;09X99
L218;;DGPROP;15X98
L218A;;DGCAT;09M99
L218A;;MDC;9
L218A;;DGPROP;09X99
L218A;;DGPROP;15X98
L218B;;DGCAT;09M99
L218B;;MDC;9
L218B;;DGPROP;09X99
L218B;;DGPROP;15X98
L218C;;DGCAT;09M99
L218C;;MDC;9
L218C;;DGPROP;09X99
L218C;;DGPROP;15X98
L218W;;DGCAT;09M99
L218W;;MDC;9
L218W;;DGPROP;09X99
L218W;;DGPROP;15X98
L219;;DGCAT;09M99
L219;;MDC;9
L219;;DGPROP;09X99
L219;;DGPROP;15X98
L22;;DGCAT;09M99
L22;;MDC;9
L22;;DGPROP;09X99
L229;;DGCAT;09M99
L229;;MDC;9
L229;;DGPROP;09X99
L229A;;DGCAT;09M99
L229A;;MDC;9
L229A;;DGPROP;09X99
L229B;;DGCAT;09M99
L229B;;MDC;9
L229B;;DGPROP;09X99
L229C;;DGCAT;09M99
L229C;;MDC;9
L229C;;DGPROP;09X99
L229D;;DGCAT;09M99
L229D;;MDC;9
L229D;;DGPROP;09X99
L229E;;DGCAT;09M99
L229E;;MDC;9
L229E;;DGPROP;09X99
L229X;;DGCAT;09M99
L229X;;MDC;9
L229X;;DGPROP;09X99
L230;;DGCAT;09M99
L230;;MDC;9
L230;;DGPROP;09X99
L230;;DGPROP;15X98
L230A;;DGCAT;09M99
L230A;;MDC;9
L230A;;DGPROP;09X99
L230A;;DGPROP;15X98
L230B;;DGCAT;09M99
L230B;;MDC;9
L230B;;DGPROP;09X99
L230B;;DGPROP;15X98
L230C;;DGCAT;09M99
L230C;;MDC;9
L230C;;DGPROP;09X99
L230C;;DGPROP;15X98
L230X;;DGCAT;09M99
L230X;;MDC;9
L230X;;DGPROP;09X99
L230X;;DGPROP;15X98
L231;;DGCAT;09M99
L231;;MDC;9
L231;;DGPROP;09X99
L231;;DGPROP;15X98
L231A;;DGCAT;09M99
L231A;;MDC;9
L231A;;DGPROP;09X99
L231A;;DGPROP;15X98
L231X;;DGCAT;09M99
L231X;;MDC;9
L231X;;DGPROP;09X99
L231X;;DGPROP;15X98
L232;;DGCAT;09M99
L232;;MDC;9
L232;;DGPROP;09X99
L232;;DGPROP;15X98
L232A;;DGCAT;09M99
L232A;;MDC;9
L232A;;DGPROP;09X99
L232A;;DGPROP;15X98
L232X;;DGCAT;09M99
L232X;;MDC;9
L232X;;DGPROP;09X99
L232X;;DGPROP;15X98
L233;;DGCAT;09M99
L233;;MDC;9
L233;;DGPROP;09X99
L233;;DGPROP;15X98
L234;;DGCAT;09M99
L234;;MDC;9
L234;;DGPROP;09X99
L234;;DGPROP;15X98
L234A;;DGCAT;09M99
L234A;;MDC;9
L234A;;DGPROP;09X99
L234A;;DGPROP;15X98
L234X;;DGCAT;09M99
L234X;;MDC;9
L234X;;DGPROP;09X99
L234X;;DGPROP;15X98
L235;;DGCAT;09M99
L235;;MDC;9
L235;;DGPROP;09X99
L235;;DGPROP;15X98
L235B;;DGCAT;09M99
L235B;;MDC;9
L235B;;DGPROP;09X99
L235B;;DGPROP;15X98
L235C;;DGCAT;09M99
L235C;;MDC;9
L235C;;DGPROP;09X99
L235C;;DGPROP;15X98
L235D;;DGCAT;09M99
L235D;;MDC;9
L235D;;DGPROP;09X99
L235D;;DGPROP;15X98
L235E;;DGCAT;09M99
L235E;;MDC;9
L235E;;DGPROP;09X99
L235E;;DGPROP;15X98
L235F;;DGCAT;09M99
L235F;;MDC;9
L235F;;DGPROP;09X99
L235F;;DGPROP;15X98
L235G;;DGCAT;09M99
L235G;;MDC;9
L235G;;DGPROP;09X99
L235G;;DGPROP;15X98
L235W;;DGCAT;09M99
L235W;;MDC;9
L235W;;DGPROP;09X99
L235W;;DGPROP;15X98
L236;;DGCAT;09M99
L236;;MDC;9
L236;;DGPROP;09X99
L236;;DGPROP;15X98
L237;;DGCAT;09M99
L237;;MDC;9
L237;;DGPROP;09X99
L237;;DGPROP;15X98
L238;;DGCAT;09M99
L238;;MDC;9
L238;;DGPROP;09X99
L238;;DGPROP;15X98
L238A;;DGCAT;09M99
L238A;;MDC;9
L238A;;DGPROP;09X99
L238A;;DGPROP;15X98
L238B;;DGCAT;09M99
L238B;;MDC;9
L238B;;DGPROP;09X99
L238B;;DGPROP;15X98
L238C;;DGCAT;09M99
L238C;;MDC;9
L238C;;DGPROP;09X99
L238C;;DGPROP;15X98
L238D;;DGCAT;09M99
L238D;;MDC;9
L238D;;DGPROP;09X99
L238D;;DGPROP;15X98
L238W;;DGCAT;09M99
L238W;;MDC;9
L238W;;DGPROP;09X99
L238W;;DGPROP;15X98
L239;;DGCAT;09M99
L239;;MDC;9
L239;;DGPROP;09X99
L239;;DGPROP;15X98
L240;;DGCAT;09M99
L240;;MDC;9
L240;;DGPROP;09X99
L240;;DGPROP;15X98
L241;;DGCAT;09M99
L241;;MDC;9
L241;;DGPROP;09X99
L241;;DGPROP;15X98
L242;;DGCAT;09M99
L242;;MDC;9
L242;;DGPROP;09X99
L242;;DGPROP;15X98
L243;;DGCAT;09M99
L243;;MDC;9
L243;;DGPROP;09X99
L243;;DGPROP;15X98
L244;;DGCAT;09M99
L244;;MDC;9
L244;;DGPROP;09X99
L244;;DGPROP;15X98
L245;;DGCAT;09M99
L245;;MDC;9
L245;;DGPROP;09X99
L245;;DGPROP;15X98
L246;;DGCAT;09M99
L246;;MDC;9
L246;;DGPROP;09X99
L246;;DGPROP;15X98
L247;;DGCAT;09M99
L247;;MDC;9
L247;;DGPROP;09X99
L247;;DGPROP;15X98
L248;;DGCAT;09M99
L248;;MDC;9
L248;;DGPROP;09X99
L248;;DGPROP;15X98
L249;;DGCAT;09M99
L249;;MDC;9
L249;;DGPROP;09X99
L249;;DGPROP;15X98
L250;;DGCAT;09M99
L250;;MDC;9
L250;;DGPROP;09X99
L250;;DGPROP;15X98
L251;;DGCAT;09M99
L251;;MDC;9
L251;;DGPROP;09X99
L251;;DGPROP;15X98
L252;;DGCAT;09M99
L252;;MDC;9
