CODE;D_CODE;VARTYPE;VARVAL
K389;;MDC;6
K389;;DGPROP;06X99
K389;;DGPROP;15X98
K400;;COMPL;06C19
K400;;DGCAT;06M99
K400;;MDC;6
K400;;DGPROP;06X99
K400;;DGPROP;15X34
K400A;;COMPL;06C19
K400A;;DGCAT;06M99
K400A;;MDC;6
K400A;;DGPROP;06X99
K400A;;DGPROP;15X34
K400B;;COMPL;06C19
K400B;;DGCAT;06M99
K400B;;MDC;6
K400B;;DGPROP;06X99
K400B;;DGPROP;15X34
K401;;DGCAT;06M99
K401;;MDC;6
K401;;DGPROP;06X99
K401;;DGPROP;15X34
K401;;COMPL;06G19
K401A;;DGCAT;06M99
K401A;;MDC;6
K401A;;DGPROP;06X99
K401A;;DGPROP;15X34
K401A;;COMPL;06G19
K401B;;DGCAT;06M99
K401B;;MDC;6
K401B;;DGPROP;06X99
K401B;;DGPROP;15X34
K401B;;COMPL;06G19
K402;;DGCAT;06M99
K402;;MDC;6
K402;;DGPROP;06X99
K402;;DGPROP;15X98
K402A;;DGCAT;06M99
K402A;;MDC;6
K402A;;DGPROP;06X99
K402A;;DGPROP;15X98
K402B;;DGCAT;06M99
K402B;;MDC;6
K402B;;DGPROP;06X99
K402B;;DGPROP;15X98
K403;;DGCAT;06M99
K403;;MDC;6
K403;;DGPROP;06X99
K403;;DGPROP;15X34
K403;;COMPL;06G19
K403A;;DGCAT;06M99
K403A;;MDC;6
K403A;;DGPROP;06X99
K403A;;DGPROP;15X34
K403A;;COMPL;06G19
K403B;;DGCAT;06M99
K403B;;MDC;6
K403B;;DGPROP;06X99
K403B;;DGPROP;15X34
K403B;;COMPL;06G19
K404;;DGCAT;06M99
K404;;MDC;6
K404;;DGPROP;06X99
K404;;DGPROP;15X34
K404;;COMPL;06G19
K404A;;DGCAT;06M99
K404A;;MDC;6
K404A;;DGPROP;06X99
K404A;;DGPROP;15X34
K404A;;COMPL;06G19
K404B;;DGCAT;06M99
K404B;;MDC;6
K404B;;DGPROP;06X99
K404B;;DGPROP;15X34
K404B;;COMPL;06G19
K409;;DGCAT;06M99
K409;;MDC;6
K409;;DGPROP;06X99
K409;;DGPROP;15X98
K409A;;DGCAT;06M99
K409A;;MDC;6
K409A;;DGPROP;06X99
K409A;;DGPROP;15X98
K409B;;DGCAT;06M99
K409B;;MDC;6
K409B;;DGPROP;06X99
K409B;;DGPROP;15X98
K410;;COMPL;06C19
K410;;DGCAT;06M99
K410;;MDC;6
K410;;DGPROP;06X99
K410;;DGPROP;15X34
K410A;;COMPL;06C19
K410A;;DGCAT;06M99
K410A;;MDC;6
K410A;;DGPROP;06X99
K410A;;DGPROP;15X34
K410B;;COMPL;06C19
K410B;;DGCAT;06M99
K410B;;MDC;6
K410B;;DGPROP;06X99
K410B;;DGPROP;15X34
K411;;DGCAT;06M99
K411;;MDC;6
K411;;DGPROP;06X99
K411;;DGPROP;15X34
K411;;COMPL;06G19
K411A;;DGCAT;06M99
K411A;;MDC;6
K411A;;DGPROP;06X99
K411A;;DGPROP;15X34
K411A;;COMPL;06G19
K411B;;DGCAT;06M99
K411B;;MDC;6
K411B;;DGPROP;06X99
K411B;;DGPROP;15X34
K411B;;COMPL;06G19
K412;;DGCAT;06M99
K412;;MDC;6
K412;;DGPROP;06X99
K412;;DGPROP;15X98
K412A;;DGCAT;06M99
K412A;;MDC;6
K412A;;DGPROP;06X99
K412A;;DGPROP;15X98
K412B;;DGCAT;06M99
K412B;;MDC;6
K412B;;DGPROP;06X99
K412B;;DGPROP;15X98
K413;;COMPL;06C19
K413;;DGCAT;06M99
K413;;MDC;6
K413;;DGPROP;06X99
K413;;DGPROP;15X34
K413A;;COMPL;06C19
K413A;;DGCAT;06M99
K413A;;MDC;6
K413A;;DGPROP;06X99
K413A;;DGPROP;15X34
K413B;;COMPL;06C19
K413B;;DGCAT;06M99
K413B;;MDC;6
K413B;;DGPROP;06X99
K413B;;DGPROP;15X34
K414;;DGCAT;06M99
K414;;MDC;6
K414;;DGPROP;06X99
K414;;DGPROP;15X34
K414;;COMPL;06G19
K414A;;DGCAT;06M99
K414A;;MDC;6
K414A;;DGPROP;06X99
K414A;;DGPROP;15X34
K414A;;COMPL;06G19
K414B;;DGCAT;06M99
K414B;;MDC;6
K414B;;DGPROP;06X99
K414B;;DGPROP;15X34
K414B;;COMPL;06G19
K419;;DGCAT;06M99
K419;;MDC;6
K419;;DGPROP;06X99
K419;;DGPROP;15X98
K419A;;DGCAT;06M99
K419A;;MDC;6
K419A;;DGPROP;06X99
K419A;;DGPROP;15X98
K419B;;DGCAT;06M99
K419B;;MDC;6
K419B;;DGPROP;06X99
K419B;;DGPROP;15X98
K420;;DGCAT;06M99
K420;;MDC;6
K420;;DGPROP;06X99
K420;;DGPROP;15X34
K421;;DGCAT;06M99
K421;;MDC;6
K421;;DGPROP;06X99
K421;;DGPROP;15X34
K421;;COMPL;06G20
K429;;DGCAT;06M99
K429;;MDC;6
K429;;DGPROP;06X99
K429;;DGPROP;15X98
K430;;COMPL;06C20
K430;;DGCAT;06M99
K430;;MDC;6
K430;;DGPROP;06X99
K430;;DGPROP;15X34
K430A;;COMPL;06C20
K430A;;DGCAT;06M99
K430A;;MDC;6
K430A;;DGPROP;06X99
K430A;;DGPROP;15X34
K430B;;COMPL;06C20
K430B;;DGCAT;06M99
K430B;;MDC;6
K430B;;DGPROP;06X99
K430B;;DGPROP;15X34
K431;;DGCAT;06M99
K431;;MDC;6
K431;;DGPROP;06X99
K431;;DGPROP;15X34
K431;;COMPL;06G20
K431A;;DGCAT;06M99
K431A;;MDC;6
K431A;;DGPROP;06X99
K431A;;DGPROP;15X34
K431A;;COMPL;06G20
K431B;;DGCAT;06M99
K431B;;MDC;6
K431B;;DGPROP;06X99
K431B;;DGPROP;15X34
K431B;;COMPL;06G20
K432;;DGCAT;06M99
K432;;MDC;6
K432;;DGPROP;06X99
K432;;DGPROP;15X98
K432A;;DGCAT;06M99
K432A;;MDC;6
K432A;;DGPROP;06X99
K432A;;DGPROP;15X98
K432B;;DGCAT;06M99
K432B;;MDC;6
K432B;;DGPROP;06X99
K432B;;DGPROP;15X98
K433;;COMPL;06C20
K433;;DGCAT;06M99
K433;;MDC;6
K433;;DGPROP;06X99
K433;;DGPROP;15X34
K433A;;COMPL;06C20
K433A;;DGCAT;06M99
K433A;;MDC;6
K433A;;DGPROP;06X99
K433A;;DGPROP;15X34
K433B;;COMPL;06C20
K433B;;DGCAT;06M99
K433B;;MDC;6
K433B;;DGPROP;06X99
K433B;;DGPROP;15X34
K434;;DGCAT;06M99
K434;;MDC;6
K434;;DGPROP;06X99
K434;;DGPROP;15X34
K434;;COMPL;06G20
K434A;;DGCAT;06M99
K434A;;MDC;6
K434A;;DGPROP;06X99
K434A;;DGPROP;15X34
K434A;;COMPL;06G20
K434B;;DGCAT;06M99
K434B;;MDC;6
K434B;;DGPROP;06X99
K434B;;DGPROP;15X34
K434B;;COMPL;06G20
K435;;DGCAT;06M99
K435;;MDC;6
K435;;DGPROP;06X99
K435;;DGPROP;15X98
K435A;;DGCAT;06M99
K435A;;MDC;6
K435A;;DGPROP;06X99
K435A;;DGPROP;15X98
K435B;;DGCAT;06M99
K435B;;MDC;6
K435B;;DGPROP;06X99
K435B;;DGPROP;15X98
K436;;COMPL;06C20
K436;;DGCAT;06M99
K436;;MDC;6
K436;;DGPROP;06X99
K436;;DGPROP;15X34
K436A;;COMPL;06C20
K436A;;DGCAT;06M99
K436A;;MDC;6
K436A;;DGPROP;06X99
K436A;;DGPROP;15X34
K436B;;COMPL;06C20
K436B;;DGCAT;06M99
K436B;;MDC;6
K436B;;DGPROP;06X99
K436B;;DGPROP;15X34
K437;;DGCAT;06M99
K437;;MDC;6
K437;;DGPROP;06X99
K437;;DGPROP;15X34
K437;;COMPL;06G20
K437A;;DGCAT;06M99
K437A;;MDC;6
K437A;;DGPROP;06X99
K437A;;DGPROP;15X34
K437A;;COMPL;06G20
K437B;;DGCAT;06M99
K437B;;MDC;6
K437B;;DGPROP;06X99
K437B;;DGPROP;15X34
K437B;;COMPL;06G20
K439;;DGCAT;06M99
K439;;MDC;6
K439;;DGPROP;06X99
K439;;DGPROP;15X98
K439A;;DGCAT;06M99
K439A;;MDC;6
K439A;;DGPROP;06X99
K439A;;DGPROP;15X98
K439B;;DGCAT;06M99
K439B;;MDC;6
K439B;;DGPROP;06X99
K439B;;DGPROP;15X98
K440;;COMPL;06C15
K440;;DGCAT;06M08
K440;;MDC;6
K440;;DGPROP;06X99
K440;;DGPROP;15X34
K441;;DGCAT;06M99
K441;;MDC;6
K441;;DGPROP;06X99
K441;;DGPROP;15X34
K441;;COMPL;06G15
K449;;DGCAT;06M08
K449;;MDC;6
K449;;DGPROP;06X99
K449;;DGPROP;15X98
K450;;COMPL;06C21
K450;;DGCAT;06M99
K450;;MDC;6
K450;;DGPROP;06X99
K450;;DGPROP;15X34
K451;;DGCAT;06M99
K451;;MDC;6
K451;;DGPROP;06X99
K451;;DGPROP;15X34
K451;;COMPL;06G21
K458;;DGCAT;06M99
K458;;MDC;6
K458;;DGPROP;06X99
K458;;DGPROP;15X98
K460;;COMPL;06C21
K460;;DGCAT;06M99
K460;;MDC;6
K460;;DGPROP;06X99
K460;;DGPROP;15X34
K461;;DGCAT;06M99
K461;;MDC;6
K461;;DGPROP;06X99
K461;;DGPROP;15X34
K461;;COMPL;06G21
K469;;DGCAT;06M99
K469;;MDC;6
K469;;DGPROP;06X99
K469;;DGPROP;15X98
K500;;COMPL;06C27
K500;;DGCAT;06M06
K500;;MDC;6
K500;;DGPROP;06X99
K500;;DGPROP;15X98
K501;;COMPL;06C27
K501;;DGCAT;06M06
K501;;MDC;6
K501;;DGPROP;06X99
K501;;DGPROP;15X98
K508;;DGCAT;06M06
K508;;MDC;6
K508;;DGPROP;06X99
K508;;DGPROP;15X98
K509;;DGCAT;06M06
K509;;MDC;6
K509;;DGPROP;06X99
K509;;DGPROP;15X98
K510;;COMPL;06C27
K510;;DGCAT;06M06
K510;;MDC;6
K510;;DGPROP;06X99
K510;;DGPROP;15X98
K511;;DGCAT;06M06
K511;;MDC;6
K511;;DGPROP;06X99
K511;;DGPROP;15X98
K512;;COMPL;06C27
K512;;DGCAT;06M06
K512;;MDC;6
K512;;DGPROP;06X99
K512;;DGPROP;15X98
K513;;COMPL;06C27
K513;;DGCAT;06M06
K513;;MDC;6
K513;;DGPROP;06X99
K513;;DGPROP;15X98
K514;;COMPL;06C27
K514;;DGCAT;06M06
K514;;MDC;6
K514;;DGPROP;06X99
K514;;DGPROP;15X98
K515;;COMPL;06C27
K515;;DGCAT;06M06
K515;;MDC;6
K515;;DGPROP;06X99
K515;;DGPROP;15X98
K518;;DGCAT;06M06
K518;;MDC;6
K518;;DGPROP;06X99
K518;;DGPROP;15X98
K519;;DGCAT;06M06
K519;;MDC;6
K519;;DGPROP;06X99
K519;;DGPROP;15X98
K520;;COMPL;98G08
K520;;DGCAT;06M99
K520;;MDC;6
K520;;DGPROP;06X99
K520;;DGPROP;15X98
K520;;PDGPRO;18P01
K521;;COMPL;98G09
K521;;DGCAT;06M99
K521;;MDC;6
K521;;DGPROP;06X99
K521;;DGPROP;15X34
K521;;PDGPRO;18P01
K522;;DGCAT;06M08
K522;;MDC;6
K522;;DGPROP;06X99
K522;;DGPROP;15X98
K522;;PDGPRO;18P01
K522A;;DGCAT;06M08
K522A;;MDC;6
K522A;;DGPROP;06X99
K522A;;DGPROP;15X98
K522A;;PDGPRO;18P01
K522X;;DGCAT;06M08
K522X;;MDC;6
K522X;;DGPROP;06X99
K522X;;DGPROP;15X98
K522X;;PDGPRO;18P01
K523;;DGCAT;06M08
K523;;MDC;6
K523;;DGPROP;06X99
K523;;DGPROP;15X98
K523;;PDGPRO;18P01
K528;;DGCAT;06M08
K528;;MDC;6
K528;;DGPROP;06X99
K528;;DGPROP;15X98
K528;;PDGPRO;18P01
K529;;DGCAT;06M08
K529;;MDC;6
K529;;DGPROP;06X99
K529;;DGPROP;15X98
K529;;PDGPRO;18P01
K529A;;DGCAT;06M08
K529A;;MDC;6
K529A;;DGPROP;06X99
K529A;;DGPROP;15X98
K529A;;PDGPRO;18P01
K529W;;DGCAT;06M08
K529W;;MDC;6
K529W;;DGPROP;06X99
K529W;;DGPROP;15X98
K529W;;PDGPRO;18P01
K550;;DGCAT;06M99
K550;;MDC;6
K550;;DGPROP;06X99
K550;;DGPROP;15X34
K550;;COMPL;06G22
K551;;COMPL;06C22
K551;;DGCAT;06M99
K551;;MDC;6
K551;;DGPROP;06X99
K551;;DGPROP;15X98
K552;;COMPL;06C22
K552;;DGCAT;06M99
K552;;MDC;6
K552;;DGPROP;06X99
K552;;DGPROP;15X98
K558;;DGCAT;06M99
K558;;MDC;6
K558;;DGPROP;06X99
K558;;DGPROP;15X98
K559;;COMPL;06C22
K559;;DGCAT;06M99
K559;;MDC;6
K559;;DGPROP;06X99
K559;;DGPROP;15X98
K560;;DGCAT;06M07
K560;;MDC;6
K560;;DGPROP;06X99
K560;;DGPROP;15X34
K560;;COMPL;06G13
K561;;COMPL;06C13
K561;;DGCAT;06M07
K561;;MDC;6
K561;;DGPROP;06X99
K561;;DGPROP;15X34
K562;;DGCAT;06M07
K562;;MDC;6
K562;;DGPROP;06X99
K562;;DGPROP;15X34
K562;;COMPL;06G13
K563;;COMPL;06C13
K563;;DGCAT;06M07
K563;;MDC;6
K563;;DGPROP;06X99
K563;;DGPROP;15X98
K564;;COMPL;06C13
K564;;DGCAT;06M07
K564;;MDC;6
K564;;DGPROP;06X99
K564;;DGPROP;15X34
K565;;DGCAT;06M07
K565;;MDC;6
K565;;DGPROP;06X99
K565;;DGPROP;15X98
K565;;COMPL;06G13
K566;;DGCAT;06M07
K566;;MDC;6
K566;;DGPROP;06X99
K566;;DGPROP;15X34
K566;;COMPL;06G13
K567;;COMPL;06C13
K567;;DGCAT;06M07
K567;;MDC;6
K567;;DGPROP;06X99
K567;;DGPROP;15X34
K570;;COMPL;06C24
K570;;DGCAT;06M99
K570;;MDC;6
K570;;DGPROP;06X99
K570;;DGPROP;15X34
K571;;DGCAT;06M08
K571;;MDC;6
K571;;DGPROP;06X99
K571;;DGPROP;15X98
K572;;COMPL;06C24
K572;;DGCAT;06M99
K572;;MDC;6
K572;;DGPROP;06X99
K572;;DGPROP;15X34
K573;;COMPL;06C10
K573;;DGCAT;06M08
K573;;MDC;6
K573;;DGPROP;06X99
K573;;DGPROP;15X98
K574;;COMPL;06C24
K574;;DGCAT;06M99
K574;;MDC;6
K574;;DGPROP;06X99
K574;;DGPROP;15X34
K575;;COMPL;06I10
K575;;DGCAT;06M08
K575;;MDC;6
K575;;DGPROP;06X99
K575;;DGPROP;15X98
K578;;COMPL;06C24
K578;;DGCAT;06M99
K578;;MDC;6
K578;;DGPROP;06X99
K578;;DGPROP;15X34
K579;;COMPL;06I10
K579;;DGCAT;06M08
K579;;MDC;6
K579;;DGPROP;06X99
K579;;DGPROP;15X98
K580;;DGCAT;06M08
K580;;MDC;6
K580;;DGPROP;06X99
K580;;DGPROP;15X98
K589;;DGCAT;06M08
K589;;MDC;6
K589;;DGPROP;06X99
K589;;DGPROP;15X98
K590;;DGCAT;06M08
K590;;MDC;6
K590;;DGPROP;06X99
K590;;DGPROP;15X98
K591;;DGCAT;06M08
K591;;MDC;6
K591;;DGPROP;06X99
K591;;DGPROP;15X98
K592;;DGCAT;06M08
K592;;MDC;6
K592;;DGPROP;06X99
K592;;DGPROP;15X98
K592;;COMPL;06G27
K593;;COMPL;06C27
K593;;DGCAT;06M99
K593;;MDC;6
K593;;DGPROP;06X99
K593;;DGPROP;15X98
K594;;DGCAT;06M08
K594;;MDC;6
K594;;DGPROP;06X99
K594;;DGPROP;15X98
K598;;DGCAT;06M08
K598;;MDC;6
K598;;DGPROP;06X99
K598;;DGPROP;15X98
K599;;DGCAT;06M08
K599;;MDC;6
K599;;DGPROP;06X99
K599;;DGPROP;15X98
K600;;DGCAT;06M99
K600;;MDC;6
K600;;DGPROP;06X99
K600;;DGPROP;15X98
K601;;DGCAT;06M99
K601;;MDC;6
K601;;DGPROP;06X99
K601;;DGPROP;15X98
K602;;DGCAT;06M99
K602;;MDC;6
K602;;DGPROP;06X99
K602;;DGPROP;15X98
K603;;DGCAT;06M99
K603;;MDC;6
K603;;DGPROP;06X99
K603;;DGPROP;15X98
K604;;DGCAT;06M99
K604;;MDC;6
K604;;DGPROP;06X99
K604;;DGPROP;15X98
K605;;DGCAT;06M99
K605;;MDC;6
K605;;DGPROP;06X99
K605;;DGPROP;15X98
K610;;COMPL;06C23
K610;;DGCAT;06M99
K610;;MDC;6
K610;;DGPROP;06X99
K610;;DGPROP;15X34
K611;;COMPL;06C23
K611;;DGCAT;06M99
K611;;MDC;6
K611;;DGPROP;06X99
K611;;DGPROP;15X34
K612;;COMPL;06C23
K612;;DGCAT;06M99
K612;;MDC;6
K612;;DGPROP;06X99
K612;;DGPROP;15X34
K613;;COMPL;06C23
K613;;DGCAT;06M99
K613;;MDC;6
K613;;DGPROP;06X99
K613;;DGPROP;15X34
K614;;COMPL;06C23
K614;;DGCAT;06M99
K614;;MDC;6
K614;;DGPROP;06X99
K614;;DGPROP;15X34
K620;;DGCAT;06M99
K620;;MDC;6
K620;;DGPROP;06X99
K620;;DGPROP;15X98
K621;;DGCAT;06M99
K621;;MDC;6
K621;;DGPROP;06X99
K621;;DGPROP;15X98
K622;;DGCAT;06M99
K622;;MDC;6
K622;;DGPROP;06X99
K622;;DGPROP;15X98
K623;;DGCAT;06M99
K623;;MDC;6
K623;;DGPROP;06X99
K623;;DGPROP;15X98
K624;;DGCAT;06M99
K624;;MDC;6
K624;;DGPROP;06X99
K624;;DGPROP;15X98
K625;;COMPL;06C10
K625;;DGCAT;06M03
K625;;MDC;6
K625;;DGPROP;06X99
K625;;DGPROP;06X03
K625;;DGPROP;15X34
K626;;COMPL;06C27
K626;;DGCAT;06M99
K626;;MDC;6
K626;;DGPROP;06X99
K626;;DGPROP;15X98
K627;;COMPL;98C10
K627;;DGCAT;06M99
K627;;MDC;6
K627;;DGPROP;06X99
K627;;DGPROP;15X98
K628;;DGCAT;06M99
K628;;MDC;6
K628;;DGPROP;06X99
K628;;DGPROP;15X98
K629;;DGCAT;06M99
K629;;MDC;6
K629;;DGPROP;06X99
K629;;DGPROP;15X98
K630;;COMPL;98G11
K630;;DGCAT;06M99
K630;;MDC;6
K630;;DGPROP;06X99
K630;;DGPROP;15X98
K631;;DGCAT;06M99
K631;;MDC;6
K631;;DGPROP;06X99
K631;;DGPROP;15X34
K631;;COMPL;06G24
K632;;COMPL;06C27
K632;;DGCAT;06M99
K632;;MDC;6
K632;;DGPROP;06X99
K632;;DGPROP;15X98
K633;;COMPL;06C27
K633;;DGCAT;06M99
K633;;MDC;6
K633;;DGPROP;06X99
K633;;DGPROP;15X98
K634;;DGCAT;06M99
K634;;MDC;6
K634;;DGPROP;06X99
K634;;DGPROP;15X98
K635;;DGCAT;06M99
K635;;MDC;6
K635;;DGPROP;06X99
K635;;DGPROP;15X98
K638;;COMPL;06C27
K638;;DGCAT;06M99
K638;;MDC;6
K638;;DGPROP;06X99
K638;;DGPROP;15X98
K639;;DGCAT;06M99
K639;;MDC;6
K639;;DGPROP;06X99
K639;;DGPROP;15X98
K640;;DGCAT;06M99
K640;;MDC;6
K640;;DGPROP;06X99
K640;;DGPROP;15X98
K640;;PDGPRO;05P10
K641;;DGCAT;06M99
K641;;MDC;6
K641;;DGPROP;06X99
K641;;DGPROP;15X98
K641;;PDGPRO;05P10
K642;;DGCAT;06M99
K642;;MDC;6
K642;;DGPROP;06X99
K642;;DGPROP;15X98
K642;;PDGPRO;05P10
K643;;DGCAT;06M99
K643;;MDC;6
K643;;DGPROP;06X99
K643;;DGPROP;15X98
K643;;PDGPRO;05P10
K644;;DGCAT;06M99
K644;;MDC;6
K644;;DGPROP;06X99
K644;;DGPROP;15X98
K644;;PDGPRO;05P10
K645;;DGCAT;06M99
K645;;MDC;6
K645;;DGPROP;06X99
K645;;DGPROP;15X98
K645;;PDGPRO;05P10
K648;;DGCAT;06M99
K648;;MDC;6
K648;;DGPROP;06X99
K648;;DGPROP;15X98
K648;;PDGPRO;05P10
K649;;DGCAT;06M99
K649;;MDC;6
K649;;DGPROP;06X99
K649;;DGPROP;15X98
K649;;PDGPRO;05P10
K650;;DGCAT;06M99
K650;;MDC;6
K650;;DGPROP;06X99
K650;;DGPROP;15X34
K650;;COMPL;06G17
K658;;DGCAT;06M99
K658;;MDC;6
K658;;DGPROP;06X99
K658;;DGPROP;15X34
K658;;COMPL;06G17
K659;;DGCAT;06M99
K659;;MDC;6
K659;;DGPROP;06X99
K659;;DGPROP;15X34
K659;;COMPL;06G17
K660;;DGCAT;06M99
K660;;MDC;6
K660;;DGPROP;06X99
K660;;DGPROP;15X34
K661;;COMPL;98G12
K661;;DGCAT;06M99
K661;;MDC;6
K661;;DGPROP;06X99
K661;;DGPROP;15X34
K668;;DGCAT;06M99
K668;;MDC;6
K668;;DGPROP;06X99
K668;;DGPROP;15X98
K669;;DGCAT;06M99
K669;;MDC;6
K669;;DGPROP;06X99
K669;;DGPROP;15X98
K670;;COMPL;06C17
K670;;DGCAT;06M99
K670;;MDC;6
K670;;DGPROP;06X99
K670;;DGPROP;15X34
K671;;COMPL;06C17
K671;;DGCAT;06M99
K671;;MDC;6
K671;;DGPROP;06X99
K671;;DGPROP;15X34
K672;;COMPL;06C17
K672;;DGCAT;06M99
K672;;MDC;6
K672;;DGPROP;06X99
K672;;DGPROP;15X34
K673;;COMPL;06C17
K673;;DGCAT;06M99
K673;;MDC;6
K673;;DGPROP;06X99
K673;;DGPROP;15X34
K678;;COMPL;06C17
K678;;DGCAT;06M99
K678;;MDC;6
K678;;DGPROP;06X99
K678;;DGPROP;15X34
K700;;DGCAT;07M04
K700;;MDC;7
K700;;DGPROP;07X99
K700;;DGPROP;15X98
K700;;PDGPRO;00P01
K701;;DGCAT;07M01
K701;;MDC;7
K701;;DGPROP;07X99
K701;;DGPROP;15X98
K702;;COMPL;07C01
K702;;DGCAT;07M01
K702;;MDC;7
K702;;DGPROP;07X99
K702;;DGPROP;15X98
K702;;PDGPRO;00P01
K703;;COMPL;07C01
K703;;DGCAT;07M01
K703;;MDC;7
K703;;DGPROP;07X99
K703;;DGPROP;15X98
K703;;PDGPRO;00P01
K704;;DGCAT;07M01
K704;;MDC;7
K704;;DGPROP;07X99
K704;;DGPROP;15X98
K709;;DGCAT;07M01
K709;;MDC;7
K709;;DGPROP;07X99
K709;;DGPROP;15X98
K710;;COMPL;07C12
K710;;DGCAT;07M04
K710;;MDC;7
K710;;DGPROP;07X99
K710;;DGPROP;15X98
K711;;COMPL;07C20
K711;;DGCAT;07M04
K711;;MDC;7
K711;;DGPROP;07X99
K711;;DGPROP;15X34
K712;;COMPL;07C12
K712;;DGCAT;07M04
K712;;MDC;7
K712;;DGPROP;07X99
K712;;DGPROP;15X34
K713;;DGCAT;07M04
K713;;MDC;7
K713;;DGPROP;07X99
K713;;DGPROP;15X98
K714;;DGCAT;07M04
K714;;MDC;7
K714;;DGPROP;07X99
K714;;DGPROP;15X98
K715;;DGCAT;07M04
K715;;MDC;7
K715;;DGPROP;07X99
K715;;DGPROP;15X98
K716;;COMPL;07C12
K716;;DGCAT;07M04
K716;;MDC;7
K716;;DGPROP;07X99
K716;;DGPROP;15X34
K717;;COMPL;07C09
K717;;DGCAT;07M04
K717;;MDC;7
K717;;DGPROP;07X99
K717;;DGPROP;15X98
K718;;COMPL;07C12
K718;;DGCAT;07M04
K718;;MDC;7
K718;;DGPROP;07X99
K718;;DGPROP;15X34
K719;;COMPL;07C12
K719;;DGCAT;07M04
K719;;MDC;7
K719;;DGPROP;07X99
K719;;DGPROP;15X34
K720;;DGCAT;07M04
K720;;MDC;7
K720;;DGPROP;07X99
K720;;DGPROP;15X34
K720;;COMPL;07G11
K721;;DGCAT;07M04
K721;;MDC;7
K721;;DGPROP;07X99
K721;;DGPROP;15X98
K729;;DGCAT;07M04
K729;;MDC;7
K729;;DGPROP;07X99
K729;;DGPROP;15X98
K729;;COMPL;07G11
K730;;DGCAT;07M04
K730;;MDC;7
K730;;DGPROP;07X99
K730;;DGPROP;15X98
K731;;COMPL;07C09
K731;;DGCAT;07M04
K731;;MDC;7
K731;;DGPROP;07X99
K731;;DGPROP;15X98
K732;;COMPL;07C09
K732;;DGCAT;07M04
K732;;MDC;7
K732;;DGPROP;07X99
K732;;DGPROP;15X98
K738;;COMPL;07C09
K738;;DGCAT;07M04
K738;;MDC;7
K738;;DGPROP;07X99
K738;;DGPROP;15X98
K739;;DGCAT;07M04
K739;;MDC;7
K739;;DGPROP;07X99
K739;;DGPROP;15X98
K740;;DGCAT;07M04
K740;;MDC;7
K740;;DGPROP;07X99
K740;;DGPROP;15X98
K741;;DGCAT;07M04
K741;;MDC;7
K741;;DGPROP;07X99
K741;;DGPROP;15X98
K742;;DGCAT;07M04
K742;;MDC;7
K742;;DGPROP;07X99
K742;;DGPROP;15X98
K743;;COMPL;07C09
K743;;DGCAT;07M01
K743;;MDC;7
K743;;DGPROP;07X99
K743;;DGPROP;15X98
K744;;COMPL;07C09
K744;;DGCAT;07M01
K744;;MDC;7
K744;;DGPROP;07X99
K744;;DGPROP;15X98
K745;;COMPL;07C09
K745;;DGCAT;07M01
K745;;MDC;7
K745;;DGPROP;07X99
K745;;DGPROP;15X98
K746;;COMPL;07C09
K746;;DGCAT;07M01
K746;;MDC;7
K746;;DGPROP;07X99
K746;;DGPROP;15X98
K750;;DGCAT;07M04
K750;;MDC;7
K750;;DGPROP;07X99
K750;;DGPROP;15X34
K750;;COMPL;07G10
K751;;DGCAT;07M04
K751;;MDC;7
K751;;DGPROP;07X99
K751;;DGPROP;15X34
K751;;COMPL;07G10
K752;;COMPL;07C12
K752;;DGCAT;07M04
K752;;MDC;7
K752;;DGPROP;07X99
K753;;COMPL;07C12
K753;;DGCAT;07M04
K753;;MDC;7
K753;;DGPROP;07X99
K753;;DGPROP;15X34
K754;;COMPL;07C12
K754;;DGCAT;07M04
K754;;MDC;7
K754;;DGPROP;07X99
K754;;DGPROP;15X34
K758;;COMPL;07C12
K758;;DGCAT;07M04
K758;;MDC;7
K758;;DGPROP;07X99
K758;;DGPROP;15X34
K759;;COMPL;07C12
K759;;DGCAT;07M04
K759;;MDC;7
K759;;DGPROP;07X99
K759;;DGPROP;15X34
K760;;DGCAT;07M04
K760;;MDC;7
K760;;DGPROP;07X99
K760;;DGPROP;15X98
K761;;DGCAT;07M04
K761;;MDC;7
K761;;DGPROP;07X99
K761;;DGPROP;15X98
K762;;COMPL;07C20
K762;;DGCAT;07M04
K762;;MDC;7
K762;;DGPROP;07X99
K762;;DGPROP;15X34
K763;;DGCAT;07M04
K763;;MDC;7
K763;;DGPROP;07X99
K763;;DGPROP;15X34
K763;;COMPL;07G13
K764;;COMPL;07C12
K764;;DGCAT;07M04
K764;;MDC;7
K764;;DGPROP;07X99
K764;;DGPROP;15X34
K765;;DGCAT;07M04
K765;;MDC;7
K765;;DGPROP;07X99
K765;;DGPROP;15X98
K766;;DGCAT;07M04
K766;;MDC;7
K766;;DGPROP;07X99
K766;;DGPROP;15X34
K766;;COMPL;07G09
K767;;DGCAT;07M04
K767;;MDC;7
K767;;DGPROP;07X99
K767;;DGPROP;15X34
K767;;COMPL;07G11
K768;;DGCAT;07M04
K768;;MDC;7
K768;;DGPROP;07X99
K768;;DGPROP;15X98
K769;;DGCAT;07M04
K769;;MDC;7
K769;;DGPROP;07X99
K769;;DGPROP;15X98
K770;;COMPL;07C12
K770;;DGCAT;07M04
K770;;MDC;7
K770;;DGPROP;07X99
